球求频道,#genre#
CCTV-1高清,http://218.71.45.167:9999/udp/233.50.200.143:5140
CCTV-1高清,http://218.71.45.167:9999/udp/233.50.201.118:5140
CCTV-5高清,http://218.71.45.167:9999/udp/233.50.200.108:5140
CCTV-5+高清,http://218.71.45.167:9999/udp/233.50.201.220:5140
CCTV-16高清,http://218.71.45.167:9999/udp/233.50.200.112:5140
CCTV-16高清,http://218.71.45.167:9999/udp/233.50.201.192:5140
CCTV-13高清,http://218.71.45.167:9999/udp/233.50.200.111:5140
CCTV-13高清,http://218.71.45.167:9999/udp/233.50.201.246:5140
快乐垂钓高清,http://218.71.45.167:9999/udp/233.50.200.123:5140
快乐垂钓高清,http://218.71.45.167:9999/udp/233.50.201.109:5140
四海钓鱼,http://nas.hssvm.com:8888/udp/225.1.2.202:5002
CCTV5,http://unraid.jimin.codetech.top:8888/udp/239.3.1.173:8001
CCTV5+,http://unraid.jimin.codetech.top:8888/udp/239.3.1.130:8004
CCTV5,http://unraid.jimin.codetech.top:8888/udp/239.3.1.108:8001
CCTV13,http://unraid.jimin.codetech.top:8888/udp/239.3.1.124:8128
CCTV13,http://unraid.jimin.codetech.top:8888/udp/239.3.1.13:8048
CCTV16,http://unraid.jimin.codetech.top:8888/udp/239.3.1.184:8001
CGTN记录,http://unraid.jimin.codetech.top:8888/udp/239.3.1.216:4220
CCTV央视台球,http://14.19.211.210:6688/udp/239.253.43.21:5146
CCTV央视台球,http://14.19.211.210:6688/udp/239.253.43.11:5146
博斯无限台(B),P2p://generationnexxxt.com:19806/3f6a91a25f724acb9bc245c2eda7b04c
博斯无限台,P2p://generationnexxxt.com:19806/0df5cdddf4b94ff09c04dfc4f11bcfcf
博斯无限二台,P2p://generationnexxxt.com:19806/6826c724c9c846d1bd63a204a39f106f
博斯高球,P2p://generationnexxxt.com:19806/10e28a2c31fe4fe8b3975961dec3503e
博斯高球二台,P2p://generationnexxxt.com:19806/65e1b654000ce227c9f3778a2b254b95
博斯网球台,P2p://generationnexxxt.com:19806/3ffce834097d40fa9036d0c469bafefd
博斯魅力网,P2p://generationnexxxt.com:19806/e8db82c6084a4ae2b114ea7c5403b7a2
緯來體育,rtmp://f13h.mine.nu/sat/tv721
爱尔达体育1台,P2p://generationnexxxt.com:19806/db1725953e1d4256bcfab79f1873a727
爱尔达体育1台(B),P2p://generationnexxxt.com:19806/49de700b9bd64f49b6b877f188eb7845
爱尔达体育2台(B),P2p://generationnexxxt.com:19806/1ba2c7d7725f46a595dcb7df1741b5fb
爱尔达体育2台,P2p://generationnexxxt.com:19806/d1f16ee235314a0fbc33742ab7af534b
爱尔达体育3台,P2p://generationnexxxt.com:19806/90ea1d1ed6654b5d863053cfceb050e0
爱尔达体育3台(B),P2p://generationnexxxt.com:19806/45f846eb465245d2aae9e7c34609f960
爱尔达体育4台,P2p://generationnexxxt.com:19806/4c4be1e474784fdbbfb565b5046238f4
爱尔达体育4台(B),P2p://generationnexxxt.com:19806/4e215dc71da5483bae1a0316a8c4673e
体育赛事,http://unraid.jimin.codetech.top:8888/udp/239.3.1.157:8176
足球,http://unraid.jimin.codetech.top:8888/udp/239.3.1.89:4120
FIFA足球,https://d2anxt9uu5yxtz.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ja4uwkkhcliwv/v1/chili_fifa_eng_1/samsungheadend_us/latest/main/hls/playlist.m3u8
劲爆体育台,http://116.136.170.12/mgsp-tx.live.miguvideo.com/migu/kailu/jinbaotyhd/57/20230411/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
咪咕体育,http://116.136.170.12/mgsp-tx.live.miguvideo.com/wd_r2/virtuallive/tysy201903/150/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
上海体育,http://116.136.170.12/mgsp-tx.live.miguvideo.com/wd_r4/dfl/waiyusd/600/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=

美食星球(B),P2p://generationnexxxt.com:19806/603ff2b4a3b34834bbe7bbc04b6b8d78
EYE TV旅游台(B),P2p://generationnexxxt.com:19806/5b302f252b45400888768bf7dce6cf94
亚洲旅游台(B),P2p://generationnexxxt.com:19806/bc0c6c9782004039b1220b4faa8a3abf
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0&hq
HOY 资讯台,http://60.208.140.180:5544/hoy78/香蕉哥专用-易發TV.live.flv
HOY资讯台,P2p://generationnexxxt.com:19806/f40dc92cdc224868b83be4156ec315dc
寰宇新闻台,P2p://generationnexxxt.com:19806/33c00ed7adda475f9afe8adbd600bd9a
广东股市广播,http://lhttp.qingting.fm/live/4847/64k.mp3
tCCTV5+,http://113.71.148.237:5555/udp/239.77.0.87:5146

妙妙频道,#genre#
TVB千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
翡翠台HD,http://php.jdshipin.com:8880/smt.php?id=Wlt
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=tvbxinhe_twn
TVB粤语片台,P2p://generationnexxxt.com:19806/3d6644cc478648c2952a8c69cb9fccf5
TVB亚洲剧台,P2p://generationnexxxt.com:19806/08cc25f383fd45e8b063efb2b2708dbc
TVB功夫台,P2p://generationnexxxt.com:19806/85398bbb5112406b95c5780d36d3a173
黄金翡翠台,P2p://generationnexxxt.com:19806/1444d681fb1b44d4a20ff001c2bb2f7c
TVB千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
TVB千禧经典台m,P2p://generationnexxxt.com:19806/b3069418cdff4c69bb544e4b1ff04d56
粤曲台,P2p://generationnexxxt.com:19806/131a3f2bbae740fc982903c576a97920
TVB星河(粤),P2p://generationnexxxt.com:19806/afcbb73766d64754bd8d35fc330aae1c
TVB星河频道,http://php.jdshipin.com:8880/jydx.php?id=135
TVB星河,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
TVB功夫台(粤),http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB星河台(粤),http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
翡翠台HD,http://php.jdshipin.com:8880/smt.php?id=Wlt
美亚电影台(粤语),P2p://generationnexxxt.com:19806/81ea49b841454e1c901ac507f231a581
广东珠江,http://183.236.32.24:9901/hls/1036/index.m3u8
广东珠江B,http://61.143.227.162:10000/udp/239.77.0.3:5146
广东珠江B,http://61.143.227.162:10000/udp/239.77.1.94:5146
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=e381ab098841a0badbf7e11f24143cf7&txTime=18e6ff43701
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d217bd6cf85c93e3b47b96504cd2dc1c&txTime=18e6ff29019
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=d3dad1fd1a965ff59d3db3990b923267&txTime=18ee6e4efc1
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=c180b67d43e34b97c970524c05ef3b4e&txTime=18ee6e4efc1
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
大湾区卫视,http://111.197.224.161:4022/rtp/239.3.1.161:8001 
大湾区卫视B,http://61.143.227.162:10000/udp/239.77.0.9:5146
大湾区卫视B,http://61.143.227.162:10000/udp/239.77.1.12:5146
岭南戏曲,http://219.137.203.101:8081/hls/72/index.m3u8
珠江台,P2p://generationnexxxt.com:19806/a050c8e736174de681b13b8ebd2ce3c4

家杰频道,#genre#
北京卡酷少儿,http://14.19.211.210:6688/udp/239.77.0.79:5146
湖南金鹰卡通,http://14.19.211.210:6688/udp/239.77.0.164:5146
卡酷少儿,http://nas.hssvm.com:8888/udp/225.1.1.58:5002
金鹰卡通,http://nas.hssvm.com:8888/udp/225.1.2.236:5002
海南少儿,https://live3.hnntv.cn/srs/tv/sepd.m3u8
金鹰卡通,http://221.219.101.215:8012/rtp/239.3.1.51:9252
嘉佳卡通,http://221.219.101.215:8012/rtp/239.3.1.147:9268
少儿动画,http://221.219.101.215:8012/rtp/239.3.1.199:9000
CCTV少儿,http://hy.baojihzjc.com:9001/rtp/239.112.205.15:5140
CN卡通,http://extraott.com:80/live/7921751389/6097373662/5510.m3u8
CN卡通频道,P2p://generationnexxxt.com:19806/7eb800b1540d4aab9365efc149622aa0
火影忍者,http://cfss.cc/cdn/hy/11342385.flv
数码宝贝,http://cfss.cc/cdn/hy/29465874.flv
七龙珠改,http://cfss.cc/cdn/hy/11601966.flv
樱桃小丸子,http://cfss.cc/cdn/hy/11342394.flv
奥特曼打怪兽,http://cfss.cc/cdn/hy/11602074.flv
成龙历险记,http://cfss.cc/cdn/hy/11352946.flv
四驱小子,http://cfss.cc/cdn/hy/11352922.flv
中华小当家,http://cfss.cc/cdn/hy/11342413.flv
海绵宝宝,http://cfss.cc/cdn/hy/11352919.flv
小猪佩奇,http://cfss.cc/cdn/hy/25243980.flv

新闻频道,#genre#
无线新闻台org,http://live.cooltv.top/tv/tvb.php?id=2&hq
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻,http://grandprix2023.asuscomm.com:8892/bysid/83
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
财经资讯台,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
无线新闻台 ,http://etv.xhgvip.top/hieus/tbs.php?id=7
HOY 资讯台,http://60.208.140.180:5544/hoy78/香蕉哥专用-易發TV.live.flv
HOY76台,http://etv.xhgvip.top/hieus/tbs.php?id=15
HOY77台,http://etv.xhgvip.top/hieus/tbs.php?id=17
HOY78台,http://etv.xhgvip.top/hieus/tbs.php?id=4
now新闻台,http://etv.xhgvip.top/hieus/tbs.php?id=14
环宇新闻台,http://etv.xhgvip.top/hieus/tbs.php?id=23
寰宇新闻,http://extraott.com:80/live/7921751389/6097373662/5523.m3u8
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰卫视中文台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰卫视资讯台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰中文,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226317/index.m3u8
凤凰咨讯,http://116.162.6.191/1301-txt.otvstream.otvcloud.com/otv/skcc/live/channel52002/index.m3u8
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯台,mitv://135.148.104.228:19806/6684e9f6606f49fba9b6de846dbdcb64
寰宇新闻台s,http://samuelwongvv.serv00.net/Smartv.php?id=huanyuxinwen_twn
寰宇新聞台H,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/36/litv-longturn14/index.m3u8
寰宇新闻台,mitv://135.148.104.228:19806/a265fb55774a4554bc2db19b16f53be6
寰宇新闻,http://8.137.59.151:3000/live.php?key=he&id=24
寰宇新闻,http://extraott.com:80/live/7921751389/6097373662/5523.m3u8
寰宇新聞台,http://154.12.50.54:123/smt.php?id=huanyuxinwen_twn
now新闻台M,mitv://135.148.104.228:19806/d7a5bbf5664945cc8589b36b8434d68d
now新闻台M(B),P2p://generationnexxxt.com:19806/5c263253cf5241b1a155f0b1b85edea1
无线新闻台(备),mitv://147.135.39.171:9906/657c8f940000cdb0a955b82762a73640
HOY资讯台M,mitv://generationnexxxt.com:19806/eb5a565eb80d40509f0a248018dfd337
HOY新闻台M,mitv://generationnexxxt.com:19806/d7a5bbf5664945cc8589b36b8434d68d
CCTV13M,mitv://generationnexxxt.com:19806/89e640d10d2646d3b7580c9bd85e9565

体育-频道,#genre#
CLASSICA 古典乐,P2p://generationnexxxt.com:19806/2671749a00774d36bd1afb569bd1edeb
CLASSICA 古典乐(農),mitv://generationnexxxt.com:19806/bfcce4097e7b43c0affa24d6ec263175
博斯无限台(農),mitv://generationnexxxt.com:19806/644e9b25000559f634e2dd8c46c81a89
博斯无限二台(農),mitv://generationnexxxt.com:19806/4e3ed72f4150435d90bf020a74ea1bc5
ELTA体育3台国语,p3p://108.181.32.169:24652/6433e3220006392724084f1711880c01 
博斯無限台,p3p://108.181.32.169:24652/642d00bf00041ae7092434690ae526c7 
TVB戲曲台维修中,p3p://108.181.32.169:24652/64336236000b18a12210b67722665e99 
TVB粵語片台维修中,p3p://108.181.32.169:24652/643361c7000d4bee220f05703b541d41 
晴彩竞技高清,http://218.71.45.167:9999/udp/233.50.201.193:5140
晴彩竞技高清,http://218.71.45.167:9999/udp/233.50.202.26:5140
晴彩篮球高清,http://218.71.45.167:9999/udp/233.50.201.194:5140
晴彩篮球高清,http://218.71.45.167:9999/udp/233.50.202.27:5140
晴彩羽毛球高清,http://218.71.45.167:9999/udp/233.50.201.195:5140
晴彩羽毛球高清,http://218.71.45.167:9999/udp/233.50.202.28:5140
